Date,Open,High,Low,Close,Adj Close,Volume
2018-04-12,104.59,105.19,103.91,104.51,104.51,1011756
2018-04-13,104.46,105.06,103.83,104.43,104.43,1008135
2018-04-16,104.3,104.94,103.7,104.34,104.34,1004158
2018-04-17,104.17,104.85,103.57,104.25,104.25,1000000
2018-04-18,104.1,104.76,103.5,104.16,104.16,995842
2018-04-19,104.06,104.66,103.46,104.06,104.06,991865
2018-04-20,104.03,104.63,103.37,103.97,103.97,988244
2018-04-23,103.95,104.55,103.27,103.87,103.87,985137
2018-04-24,103.8,104.4,103.17,103.77,103.77,982679
2018-04-25,103.63,104.27,103.03,103.67,103.67,980979
2018-04-26,103.48,104.16,102.88,103.56,103.56,980110
2018-04-27,103.4,104.06,102.8,103.46,103.46,980110
2018-04-30,103.35,103.95,102.75,103.35,103.35,980979
2018-05-01,103.31,103.91,102.64,103.24,103.24,982679
2018-05-02,103.21,103.81,102.54,103.14,103.14,985137
2018-05-03,103.06,103.66,102.43,103.03,103.03,988244
2018-05-04,102.88,103.52,102.28,102.92,102.92,991865
2018-05-07,102.73,103.41,102.13,102.81,102.81,995842
2018-05-08,102.64,103.3,102.04,102.7,102.7,1000000
2018-05-09,102.59,103.19,101.99,102.59,102.59,1004158
2018-05-10,102.54,103.14,101.88,102.48,102.48,1008135
2018-05-11,102.45,103.05,101.77,102.37,102.37,1011756
2018-05-14,102.3,102.9,101.66,102.26,102.26,1014863
2018-05-15,102.12,102.76,101.52,102.16,102.16,1017321
2018-05-16,101.97,102.65,101.37,102.05,102.05,1019021
2018-05-17,101.88,102.54,101.28,101.94,101.94,1019890
2018-05-18,101.84,102.44,101.24,101.84,101.84,1019890
2018-05-21,101.8,102.4,101.13,101.73,101.73,1019021
2018-05-22,101.71,102.31,101.03,101.63,101.63,1017321
2018-05-23,101.57,102.17,100.93,101.53,101.53,1014863
2018-05-24,101.4,102.03,100.8,101.43,101.43,1011756
2018-05-25,101.26,101.94,100.66,101.34,101.34,1008135
2018-05-28,101.18,101.84,100.58,101.24,101.24,1004158
2018-05-29,101.15,101.75,100.55,101.15,101.15,1000000
2018-05-30,101.12,101.72,100.46,101.06,101.06,995842
2018-05-31,101.05,101.65,100.37,100.97,100.97,991865
2018-06-01,100.92,101.52,100.29,100.89,100.89,988244
2018-06-04,100.77,101.41,100.17,100.81,100.81,985137
2018-06-05,100.65,101.33,100.05,100.73,100.73,982679
2018-06-06,100.59,101.25,99.99,100.65,100.65,980979
2018-06-07,100.58,101.18,99.98,100.58,100.58,980110
2018-06-08,100.58,101.18,99.91,100.51,100.51,980110
2018-06-11,100.53,101.13,99.85,100.45,100.45,980979
2018-06-12,100.42,101.02,99.79,100.39,100.39,982679
2018-06-13,100.29,100.93,99.69,100.33,100.33,985137
2018-06-14,100.2,100.87,99.6,100.27,100.27,988244
2018-06-15,100.16,100.82,99.56,100.22,100.22,991865
2018-06-18,100.18,100.78,99.58,100.18,100.18,995842
2018-06-19,100.2,100.8,99.54,100.14,100.14,1000000
2018-06-20,100.18,100.78,99.5,100.1,100.1,1004158
2018-06-21,100.1,100.7,99.46,100.06,100.06,1008135
2018-06-22,100.0,100.64,99.4,100.04,100.04,1011756
2018-06-25,99.93,100.61,99.33,100.01,100.01,1014863
2018-06-26,99.93,100.59,99.33,99.99,99.99,1017321
2018-06-27,99.98,100.58,99.38,99.98,99.98,1019021
2018-06-28,100.03,100.63,99.36,99.96,99.96,1019890
2018-06-29,100.04,100.64,99.36,99.96,99.96,1019890
2018-07-02,99.99,100.59,99.36,99.96,99.96,1019021
2018-07-03,99.93,100.56,99.33,99.96,99.96,1017321
2018-07-04,99.89,100.57,99.29,99.97,99.97,1014863
2018-07-05,99.92,100.58,99.32,99.98,99.98,1011756
2018-07-06,100.0,100.6,99.4,100.0,100.0,1008135
2018-07-09,100.08,100.68,99.42,100.02,100.02,1004158
2018-07-10,100.13,100.73,99.45,100.05,100.05,1000000
2018-07-11,100.12,100.72,99.48,100.08,100.08,995842
2018-07-12,100.09,100.72,99.49,100.12,100.12,991865
2018-07-13,100.08,100.76,99.48,100.16,100.16,988244
2018-07-16,100.15,100.81,99.55,100.21,100.21,985137
2018-07-17,100.26,100.86,99.66,100.26,100.26,982679
2018-07-18,100.38,100.98,99.72,100.32,100.32,980979
2018-07-19,100.46,101.06,99.78,100.38,100.38,980110
2018-07-20,100.48,101.08,99.84,100.44,100.44,980110
2018-07-23,100.48,101.12,99.88,100.52,100.52,980979
2018-07-24,100.51,101.19,99.91,100.59,100.59,982679
2018-07-25,100.61,101.27,100.01,100.67,100.67,985137
2018-07-26,100.76,101.36,100.16,100.76,100.76,988244
2018-07-27,100.91,101.51,100.24,100.84,100.84,991865
2018-07-30,101.02,101.62,100.34,100.94,100.94,995842
2018-07-31,101.07,101.67,100.44,101.04,101.04,1000000
2018-08-01,101.1,101.74,100.5,101.14,101.14,1004158
2018-08-02,101.17,101.84,100.57,101.24,101.24,1008135
2018-08-03,101.29,101.95,100.69,101.35,101.35,1011756
2018-08-06,101.47,102.07,100.87,101.47,101.47,1014863
2018-08-07,101.65,102.25,100.99,101.59,101.59,1017321
2018-08-08,101.79,102.39,101.11,101.71,101.71,1019021
2018-08-09,101.87,102.47,101.23,101.83,101.83,1019890
2018-08-10,101.93,102.56,101.33,101.96,101.96,1019890
2018-08-13,102.02,102.69,101.42,102.09,102.09,1019021
2018-08-14,102.17,102.83,101.57,102.23,102.23,1017321
2018-08-15,102.37,102.97,101.77,102.37,102.37,1014863
2018-08-16,102.57,103.17,101.91,102.51,102.51,1011756
2018-08-17,102.73,103.33,102.05,102.65,102.65,1008135
2018-08-20,102.84,103.44,102.2,102.8,102.8,1004158
2018-08-21,102.92,103.55,102.32,102.95,102.95,1000000
2018-08-22,103.02,103.7,102.42,103.1,103.1,995842
2018-08-23,103.19,103.86,102.59,103.26,103.26,991865
2018-08-24,103.41,104.01,102.81,103.41,103.41,988244
2018-08-27,103.63,104.23,102.97,103.57,103.57,985137
2018-08-28,103.81,104.41,103.13,103.73,103.73,982679
2018-08-29,103.93,104.53,103.29,103.89,103.89,980979
2018-08-30,104.02,104.66,103.42,104.06,104.06,980110
2018-08-31,104.14,104.82,103.54,104.22,104.22,980110
2018-09-03,104.33,104.99,103.73,104.39,104.39,980979
2018-09-04,104.56,105.16,103.96,104.56,104.56,982679
2018-09-05,104.79,105.39,104.12,104.72,104.72,985137
2018-09-06,104.97,105.57,104.29,104.89,104.89,988244
2018-09-07,105.1,105.7,104.46,105.06,105.06,991865
2018-09-10,105.2,105.83,104.6,105.23,105.23,995842
2018-09-11,105.32,106.0,104.72,105.4,105.4,1000000
2018-09-12,105.51,106.17,104.91,105.57,105.57,1004158
2018-09-13,105.74,106.34,105.14,105.74,105.74,1008135
2018-09-14,105.97,106.57,105.31,105.91,105.91,1011756
2018-09-17,106.15,106.75,105.48,106.08,106.08,1014863
2018-09-18,106.28,106.88,105.64,106.24,106.24,1017321
2018-09-19,106.38,107.01,105.78,106.41,106.41,1019021
2018-09-20,106.5,107.18,105.9,106.58,106.58,1019890
2018-09-21,106.68,107.34,106.08,106.74,106.74,1019890
2018-09-24,106.91,107.51,106.31,106.91,106.91,1019021
2018-09-25,107.13,107.73,106.47,107.07,107.07,1017321
2018-09-26,107.31,107.91,106.63,107.23,107.23,1014863
2018-09-27,107.42,108.02,106.79,107.39,107.39,1011756
2018-09-28,107.51,108.14,106.91,107.54,107.54,1008135
2018-10-01,107.62,108.3,107.02,107.7,107.7,1004158
2018-10-02,107.79,108.45,107.19,107.85,107.85,1000000
2018-10-03,108.0,108.6,107.4,108.0,108.0,995842
2018-10-04,108.21,108.81,107.55,108.15,108.15,991865
2018-10-05,108.37,108.97,107.69,108.29,108.29,988244
2018-10-08,108.47,109.07,107.83,108.43,108.43,985137
2018-10-09,108.54,109.17,107.94,108.57,108.57,982679
2018-10-10,108.63,109.31,108.03,108.71,108.71,980979
2018-10-11,108.78,109.44,108.18,108.84,108.84,980110
2018-10-12,108.97,109.57,108.37,108.97,108.97,980110
2018-10-15,109.16,109.76,108.49,109.09,109.09,980979
2018-10-16,109.29,109.89,108.61,109.21,109.21,982679
2018-10-17,109.37,109.97,108.73,109.33,109.33,985137
2018-10-18,109.41,110.05,108.81,109.45,109.45,988244
2018-10-19,109.48,110.16,108.88,109.56,109.56,991865
2018-10-22,109.6,110.26,109.0,109.66,109.66,995842
2018-10-23,109.76,110.36,109.16,109.76,109.76,1000000
2018-10-24,109.92,110.52,109.26,109.86,109.86,1004158
2018-10-25,110.03,110.63,109.36,109.96,109.96,1008135
2018-10-26,110.08,110.68,109.44,110.04,110.04,1011756
2018-10-29,110.09,110.73,109.49,110.13,110.13,1014863
2018-10-30,110.13,110.81,109.53,110.21,110.21,1017321
2018-10-31,110.22,110.88,109.62,110.28,110.28,1019021
2018-11-01,110.36,110.96,109.76,110.36,110.36,1019890
2018-11-02,110.48,111.08,109.82,110.42,110.42,1019890
2018-11-05,110.56,111.16,109.88,110.48,110.48,1019021
2018-11-06,110.57,111.17,109.94,110.54,110.54,1017321
2018-11-07,110.56,111.19,109.96,110.59,110.59,1014863
2018-11-08,110.56,111.24,109.96,110.64,110.64,1011756
2018-11-09,110.62,111.28,110.02,110.68,110.68,1008135
2018-11-12,110.72,111.32,110.12,110.72,110.72,1004158
2018-11-13,110.81,111.41,110.15,110.75,110.75,1000000
2018-11-14,110.86,111.46,110.18,110.78,110.78,995842
2018-11-15,110.83,111.43,110.2,110.8,110.8,991865
2018-11-16,110.78,111.42,110.18,110.82,110.82,988244
2018-11-19,110.75,111.43,110.15,110.83,110.83,985137
2018-11-20,110.78,111.44,110.18,110.84,110.84,982679
2018-11-21,110.84,111.44,110.24,110.84,110.84,980979
2018-11-22,110.9,111.5,110.24,110.84,110.84,980110
2018-11-23,110.91,111.51,110.24,110.84,110.84,980110
2018-11-26,110.86,111.46,110.22,110.82,110.82,980979
2018-11-27,110.77,111.41,110.17,110.81,110.81,982679
2018-11-28,110.71,111.39,110.11,110.79,110.79,985137
2018-11-29,110.7,111.36,110.1,110.76,110.76,988244
2018-11-30,110.74,111.34,110.14,110.74,110.74,991865
2018-12-03,110.76,111.36,110.1,110.7,110.7,995842
2018-12-04,110.74,111.34,110.06,110.66,110.66,1000000
2018-12-05,110.66,111.26,110.02,110.62,110.62,1004158
2018-12-06,110.54,111.18,109.94,110.58,110.58,1008135
2018-12-07,110.45,111.13,109.85,110.53,110.53,1011756
2018-12-10,110.41,111.07,109.81,110.47,110.47,1014863
2018-12-11,110.41,111.01,109.81,110.41,110.41,1017321
2018-12-12,110.42,111.02,109.75,110.35,110.35,1019021
2018-12-13,110.37,110.97,109.69,110.29,110.29,1019890
2018-12-14,110.25,110.85,109.62,110.22,110.22,1019890
2018-12-17,110.11,110.75,109.51,110.15,110.15,1019021
2018-12-18,109.99,110.67,109.39,110.07,110.07,1017321
2018-12-19,109.93,110.59,109.33,109.99,109.99,1014863
2018-12-20,109.91,110.51,109.31,109.91,109.91,1011756
2018-12-21,109.89,110.49,109.23,109.83,109.83,1008135
2018-12-24,109.82,110.42,109.14,109.74,109.74,1004158
2018-12-25,109.68,110.28,109.05,109.65,109.65,1000000
2018-12-26,109.52,110.16,108.92,109.56,109.56,995842
2018-12-27,109.39,110.06,108.79,109.46,109.46,991865
2018-12-28,109.3,109.97,108.7,109.37,109.37,988244
2018-12-31,109.27,109.87,108.67,109.27,109.27,985137
2019-01-01,109.23,109.83,108.57,109.17,109.17,982679
2019-01-02,109.14,109.74,108.47,109.07,109.07,980979
2019-01-03,109.0,109.6,108.36,108.96,108.96,980110
2019-01-04,108.82,109.46,108.22,108.86,108.86,980110
2019-01-07,108.67,109.35,108.07,108.75,108.75,980979
2019-01-08,108.58,109.24,107.98,108.64,108.64,982679
2019-01-09,108.54,109.14,107.94,108.54,108.54,985137
2019-01-10,108.49,109.09,107.83,108.43,108.43,988244
2019-01-11,108.4,109.0,107.72,108.32,108.32,991865
2019-01-14,108.24,108.84,107.61,108.21,108.21,995842
2019-01-15,108.07,108.7,107.47,108.1,108.1,1000000
2019-01-16,107.91,108.59,107.31,107.99,107.99,1004158
2019-01-17,107.82,108.48,107.22,107.88,107.88,1008135
2019-01-18,107.77,108.37,107.17,107.77,107.77,1011756
2019-01-21,107.73,108.33,107.06,107.66,107.66,1014863
2019-01-22,107.63,108.23,106.96,107.56,107.56,1017321
2019-01-23,107.48,108.08,106.85,107.45,107.45,1019021
2019-01-24,107.31,107.94,106.71,107.34,107.34,1019890
2019-01-25,107.16,107.84,106.56,107.24,107.24,1019890
2019-01-28,107.07,107.73,106.47,107.13,107.13,1019021
2019-01-29,107.03,107.63,106.43,107.03,107.03,1017321
2019-01-30,106.99,107.59,106.33,106.93,106.93,1014863
2019-01-31,106.91,107.51,106.23,106.83,106.83,1011756
2019-02-01,106.77,107.37,106.14,106.74,106.74,1008135
2019-02-04,106.61,107.24,106.01,106.64,106.64,1004158
2019-02-05,106.47,107.15,105.87,106.55,106.55,1000000
2019-02-06,106.4,107.06,105.8,106.46,106.46,995842
2019-02-07,106.37,106.97,105.77,106.37,106.37,991865
2019-02-08,106.35,106.95,105.69,106.29,106.29,988244
2019-02-11,106.29,106.89,105.61,106.21,106.21,985137
2019-02-12,106.16,106.76,105.53,106.13,106.13,982679
2019-02-13,106.02,106.65,105.42,106.05,106.05,980979
2019-02-14,105.9,106.58,105.3,105.98,105.98,980110
2019-02-15,105.85,106.51,105.25,105.91,105.91,980110
2019-02-18,105.85,106.45,105.25,105.85,105.85,980979
2019-02-19,105.85,106.45,105.19,105.79,105.79,982679
2019-02-20,105.81,106.41,105.13,105.73,105.73,985137
2019-02-21,105.71,106.31,105.07,105.67,105.67,988244
2019-02-22,105.59,106.22,104.99,105.62,105.62,991865
2019-02-25,105.5,106.18,104.9,105.58,105.58,995842
2019-02-26,105.47,106.14,104.87,105.54,105.54,1000000
2019-02-27,105.5,106.1,104.9,105.5,105.5,1004158
2019-02-28,105.53,106.13,104.86,105.46,105.46,1008135
2019-03-01,105.51,106.11,104.84,105.44,105.44,1011756
2019-03-04,105.45,106.05,104.81,105.41,105.41,1014863
2019-03-05,105.36,105.99,104.76,105.39,105.39,1017321
2019-03-06,105.3,105.98,104.7,105.38,105.38,1019021
2019-03-07,105.3,105.96,104.7,105.36,105.36,1019890
2019-03-08,105.36,105.96,104.76,105.36,105.36,1019890
2019-03-11,105.42,106.02,104.76,105.36,105.36,1019021
2019-03-12,105.44,106.04,104.76,105.36,105.36,1017321
2019-03-13,105.4,106.0,104.77,105.37,105.37,1014863
2019-03-14,105.35,105.98,104.75,105.38,105.38,1011756
2019-03-15,105.32,106.0,104.72,105.4,105.4,1008135
2019-03-18,105.36,106.02,104.76,105.42,105.42,1004158
2019-03-19,105.45,106.05,104.85,105.45,105.45,1000000
2019-03-20,105.54,106.14,104.88,105.48,105.48,995842
2019-03-21,105.6,106.2,104.92,105.52,105.52,991865
2019-03-22,105.6,106.2,104.96,105.56,105.56,988244
2019-03-25,105.57,106.21,104.97,105.61,105.61,985137
2019-03-26,105.58,106.26,104.98,105.66,105.66,982679
2019-03-27,105.65,106.32,105.05,105.72,105.72,980979
2019-03-28,105.78,106.38,105.18,105.78,105.78,980110
2019-03-29,105.91,106.51,105.24,105.84,105.84,980110
2019-04-01,105.99,106.59,105.32,105.92,105.92,980979
2019-04-02,106.03,106.63,105.39,105.99,105.99,982679
2019-04-03,106.04,106.67,105.44,106.07,106.07,985137
2019-04-04,106.08,106.76,105.48,106.16,106.16,988244
2019-04-05,106.18,106.84,105.58,106.24,106.24,991865
2019-04-08,106.34,106.94,105.74,106.34,106.34,995842
2019-04-09,106.5,107.1,105.84,106.44,106.44,1000000
2019-04-10,106.62,107.22,105.94,106.54,106.54,1004158
2019-04-11,106.68,107.28,106.04,106.64,106.64,1008135
2019-04-12,106.72,107.35,106.12,106.75,106.75,1011756
2019-04-15,106.79,107.47,106.19,106.87,106.87,1014863
2019-04-16,106.92,107.59,106.32,106.99,106.99,1017321
2019-04-17,107.11,107.71,106.51,107.11,107.11,1019021
2019-04-18,107.3,107.9,106.63,107.23,107.23,1019890
2019-04-19,107.44,108.04,106.76,107.36,107.36,1019890
2019-04-22,107.53,108.13,106.89,107.49,107.49,1019021
2019-04-23,107.59,108.23,106.99,107.63,107.63,1017321
2019-04-24,107.69,108.37,107.09,107.77,107.77,1014863
2019-04-25,107.85,108.51,107.25,107.91,107.91,1011756
2019-04-26,108.05,108.65,107.45,108.05,108.05,1008135
2019-04-29,108.26,108.86,107.6,108.2,108.2,1004158
2019-04-30,108.43,109.03,107.75,108.35,108.35,1000000
2019-05-01,108.54,109.14,107.9,108.5,108.5,995842
2019-05-02,108.62,109.26,108.02,108.66,108.66,991865
2019-05-03,108.74,109.41,108.14,108.81,108.81,988244
2019-05-06,108.91,109.57,108.31,108.97,108.97,985137
2019-05-07,109.13,109.73,108.53,109.13,109.13,982679
2019-05-08,109.36,109.96,108.69,109.29,109.29,980979
2019-05-09,109.54,110.14,108.86,109.46,109.46,980110
2019-05-10,109.66,110.26,109.02,109.62,109.62,980110
2019-05-13,109.75,110.39,109.15,109.79,109.79,980979
2019-05-14,109.88,110.56,109.28,109.96,109.96,982679
2019-05-15,110.06,110.72,109.46,110.12,110.12,985137
2019-05-16,110.29,110.89,109.69,110.29,110.29,988244
2019-05-17,110.52,111.12,109.86,110.46,110.46,991865
2019-05-20,110.71,111.31,110.03,110.63,110.63,995842
2019-05-21,110.83,111.43,110.2,110.8,110.8,1000000
2019-05-22,110.93,111.57,110.33,110.97,110.97,1004158
2019-05-23,111.06,111.74,110.46,111.14,111.14,1008135
2019-05-24,111.25,111.91,110.65,111.31,111.31,1011756
2019-05-27,111.48,112.08,110.88,111.48,111.48,1014863
2019-05-28,111.71,112.31,111.04,111.64,111.64,1017321
2019-05-29,111.89,112.49,111.21,111.81,111.81,1019021
2019-05-30,112.01,112.61,111.38,111.98,111.98,1019890
2019-05-31,112.11,112.74,111.51,112.14,112.14,1019890
2019-06-03,112.23,112.91,111.63,112.31,112.31,1019021
2019-06-04,112.41,113.07,111.81,112.47,112.47,1017321
2019-06-05,112.63,113.23,112.03,112.63,112.63,1014863
2019-06-06,112.85,113.45,112.19,112.79,112.79,1011756
2019-06-07,113.02,113.62,112.34,112.94,112.94,1008135
2019-06-10,113.13,113.73,112.5,113.1,113.1,1004158
2019-06-11,113.22,113.85,112.62,113.25,113.25,1000000
2019-06-12,113.32,114.0,112.72,113.4,113.4,995842
2019-06-13,113.48,114.15,112.88,113.55,113.55,991865
2019-06-14,113.69,114.29,113.09,113.69,113.69,988244
2019-06-17,113.9,114.5,113.23,113.83,113.83,985137
2019-06-18,114.05,114.65,113.37,113.97,113.97,982679
2019-06-19,114.14,114.74,113.51,114.11,114.11,980979
2019-06-20,114.2,114.84,113.6,114.24,114.24,980110
2019-06-21,114.29,114.97,113.69,114.37,114.37,980110
2019-06-24,114.43,115.09,113.83,114.49,114.49,980979
2019-06-25,114.61,115.21,114.01,114.61,114.61,982679
2019-06-26,114.79,115.39,114.13,114.73,114.73,985137
2019-06-27,114.92,115.52,114.25,114.85,114.85,988244
2019-06-28,114.99,115.59,114.36,114.96,114.96,991865
2019-07-01,115.03,115.66,114.43,115.06,115.06,995842
2019-07-02,115.09,115.76,114.49,115.16,115.16,1000000
2019-07-03,115.2,115.86,114.6,115.26,115.26,1004158
2019-07-04,115.36,115.96,114.76,115.36,115.36,1008135
2019-07-05,115.51,116.11,114.84,115.44,115.44,1011756
2019-07-08,115.61,116.21,114.93,115.53,115.53,1014863
2019-07-09,115.64,116.24,115.01,115.61,115.61,1017321
2019-07-10,115.65,116.28,115.05,115.68,115.68,1019021
2019-07-11,115.68,116.36,115.08,115.76,115.76,1019890
2019-07-12,115.76,116.42,115.16,115.82,115.82,1019890
2019-07-15,115.88,116.48,115.28,115.88,115.88,1019021
2019-07-16,116.0,116.6,115.34,115.94,115.94,1017321
2019-07-17,116.07,116.67,115.39,115.99,115.99,1014863
2019-07-18,116.07,116.67,115.44,116.04,116.04,1011756
2019-07-19,116.05,116.68,115.45,116.08,116.08,1008135
2019-07-22,116.04,116.72,115.44,116.12,116.12,1004158
2019-07-23,116.09,116.75,115.49,116.15,116.15,1000000
2019-07-24,116.18,116.78,115.58,116.18,116.18,995842
2019-07-25,116.26,116.86,115.6,116.2,116.2,991865
2019-07-26,116.3,116.9,115.62,116.22,116.22,988244
2019-07-29,116.27,116.87,115.63,116.23,116.23,985137
2019-07-30,116.2,116.84,115.6,116.24,116.24,982679
2019-07-31,116.16,116.84,115.56,116.24,116.24,980979
2019-08-01,116.18,116.84,115.58,116.24,116.24,980110
2019-08-02,116.24,116.84,115.64,116.24,116.24,980110
2019-08-05,116.29,116.89,115.62,116.22,116.22,980979
2019-08-06,116.29,116.89,115.61,116.21,116.21,982679
2019-08-07,116.22,116.82,115.59,116.19,116.19,985137
2019-08-08,116.13,116.76,115.53,116.16,116.16,988244
2019-08-09,116.06,116.74,115.46,116.14,116.14,991865
2019-08-12,116.04,116.7,115.44,116.1,116.1,995842
2019-08-13,116.06,116.66,115.46,116.06,116.06,1000000
2019-08-14,116.08,116.68,115.42,116.02,116.02,1004158
2019-08-15,116.05,116.65,115.38,115.98,115.98,1008135
2019-08-16,115.96,116.56,115.33,115.93,115.93,1011756
2019-08-19,115.84,116.47,115.24,115.87,115.87,1014863
2019-08-20,115.74,116.41,115.14,115.81,115.81,1017321
2019-08-21,115.69,116.35,115.09,115.75,115.75,1019021
2019-08-22,115.69,116.29,115.09,115.69,115.69,1019890
2019-08-23,115.68,116.28,115.02,115.62,115.62,1019890
2019-08-26,115.62,116.22,114.95,115.55,115.55,1019021
2019-08-27,115.51,116.11,114.87,115.47,115.47,1017321
2019-08-28,115.36,115.99,114.76,115.39,115.39,1014863
2019-08-29,115.23,115.91,114.63,115.31,115.31,1011756
2019-08-30,115.16,115.83,114.56,115.23,115.23,1008135
2019-09-02,115.14,115.74,114.54,115.14,115.14,1004158
2019-09-03,115.11,115.71,114.45,115.05,115.05,1000000
2019-09-04,115.04,115.64,114.36,114.96,114.96,995842
2019-09-05,114.9,115.5,114.26,114.86,114.86,991865
2019-09-06,114.73,115.37,114.13,114.77,114.77,988244
2019-09-09,114.59,115.27,113.99,114.67,114.67,985137
2019-09-10,114.51,115.17,113.91,114.57,114.57,982679
2019-09-11,114.47,115.07,113.87,114.47,114.47,980979
2019-09-12,114.43,115.03,113.76,114.36,114.36,980110
2019-09-13,114.34,114.94,113.66,114.26,114.26,980110
2019-09-16,114.19,114.79,113.55,114.15,114.15,980979
2019-09-17,114.01,114.64,113.41,114.04,114.04,982679
2019-09-18,113.86,114.54,113.26,113.94,113.94,985137
2019-09-19,113.77,114.43,113.17,113.83,113.83,988244
2019-09-20,113.72,114.32,113.12,113.72,113.72,991865
2019-09-23,113.67,114.27,113.01,113.61,113.61,995842
2019-09-24,113.58,114.18,112.9,113.5,113.5,1000000
2019-09-25,113.43,114.03,112.79,113.39,113.39,1004158
2019-09-26,113.25,113.88,112.65,113.28,113.28,1008135
2019-09-27,113.09,113.77,112.49,113.17,113.17,1011756
2019-09-30,113.0,113.66,112.4,113.06,113.06,1014863
2019-10-01,112.96,113.56,112.36,112.96,112.96,1017321
